responseTime,sentenceIndex,Index,mousePositionX,mousePositionY,TrueAnswer,userName,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
8409,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8459,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8509,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8559,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8609,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8656,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8718,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8759,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8809,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8859,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8909,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8959,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9009,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9057,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9109,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9159,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9209,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9259,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9309,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9359,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9406,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9459,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9509,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9559,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
