sentenceIndex,totalReadingTime,Index,Word
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,1000,2.0," germană, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,0,3.0," însă, "
61.0,450,3.0," însă, "
61.0,50,4.0, s-a 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,0,5.0, format 
61.0,400,5.0, format 
61.0,0,6.0, un 
61.0,0,6.0, un 
61.0,0,6.0, un 
61.0,0,6.0, un 
61.0,0,6.0, un 
61.0,298,6.0, un 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,0,7.0, decalaj 
61.0,603,7.0, decalaj 
61.0,0,8.0, între 
61.0,0,8.0, între 
61.0,0,8.0, între 
61.0,0,8.0, între 
61.0,0,8.0, între 
61.0,0,8.0, între 
61.0,348,8.0, între 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,450,9.0, cele 
61.0,0,10.0, mai 
61.0,0,10.0, mai 
61.0,0,10.0, mai 
61.0,0,10.0, mai 
61.0,0,10.0, mai 
61.0,301,10.0, mai 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,1200,11.0, vestice 
61.0,0,10.0, mai 
61.0,99,10.0, mai 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,0,9.0, cele 
61.0,401,9.0, cele 
61.0,50,10.0, mai 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,0,11.0, vestice 
61.0,850,11.0, vestice 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,0,12.0, corpuri 
61.0,900,12.0, corpuri 
61.0,50,20.0, trupele. 
61.0,47,19.0, epuizat 
61.0,0,16.0, înaintarea 
61.0,103,16.0, înaintarea 
61.0,0,15.0, iar 
61.0,99,15.0, iar 
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
61.0,0,14.0," armată, "
